360402ba-6653-40eb-b9e0-103f623d1c80.html,http://www.latimes.com/
462a9706-0f2f-442e-b41a-917653be8766.html,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-herpes-hemorrhoids-and-nickelback-all-1487036332-htmlstory.html
81f5def3-488d-49d6-868d-cfd7bbd8f067.html,http://www.latimes.com/topic/politics-government/government/steve-knight-PEPLT00008586-topic.html
b74a7120-343b-42c6-953a-6fde920d12db.html,http://www.latimes.com/topic/politics-government/republican-party-ORGOV0000004-topic.html
d41ae015-0365-440b-b1d9-b70c4b078daa.html,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-hundreds-of-democratic-activists-1486074950-htmlstory.html
0c5ed886-ac91-41d5-8822-34cf69576200.html,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-201702-htmlstory.html
92c7137c-f700-4c7e-b6c0-2485927c386a.html,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-gov-jerry-brown-says-he-s-not-worried-1487041012-htmlstory.html
b3a7f8db-b52b-4f0a-85c7-96391a2a96c3.html,http://www.latimes.com/topic/politics-government/government/steve-stivers-PEPLT007952-topic.html
3941fef9-0c3f-412f-9738-a69cd58bb75b.html,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-dccc-sets-sights-on-seven-california-1485806622-htmlstory.html
00eef530-c86d-4c18-aedd-ccfbf5be1bab.html,http://www.latimes.com/la-bio-christine-maiduc-staff.html
76d63115-9681-4072-b48f-17995047772b.html,http://www.latimes.com/politics/la-pol-sac-essential-politics-is-rep-steve-knight-california-s-most-1465608040-htmlstory.html
17197c5b-a2eb-4a78-9b22-d61da46f076e.html,http://www.latimes.com/opinion/editorials/la-ed-betsy-devos-senate-confirmation-20170207-story.html
065f7406-daba-4f80-9ed9-b94909629eb9.html,http://www.latimes.com/opinion/editorials/la-ed-childrens-bill-of-rights-20170207-story.html
30e58f48-5b1d-4b28-a0cf-823e4a9d5b77.html,http://www.latimes.com/opinion/endorsements/la-ed-measure-m-20170207-story.html
3cf5dc58-ed6f-4190-a34f-d6a35dfbc851.html,http://www.latimes.com/opinion/endorsements/la-ed-measure-s-201702111-story.html
9da7e623-cc0f-422e-bdfd-dcd6a0a90579.html,http://www.latimes.com/opinion/editorials/la-ed-trump-immigration-terror-ban-20170209-story.html
2af08303-b757-4c1d-bec4-8e45bc8b1715.html,http://www.latimes.com/opinion/editorials/la-ed-trump-pruitt-epa-senate-20170204-story.html
e200e3f2-3d19-4513-a3f2-0b12f63e121b.html,http://www.latimes.com/opinion/endorsements/la-ed-cd3-endorsement-20170202-story.html
e4692096-2154-4446-ad3d-8f723c73582c.html,http://www.latimes.com/opinion/endorsements/la-ed-mayor-endorsement-20170204-story.html
1b46b1fd-441f-4846-85e5-e809b630ad15.html,http://www.latimes.com/opinion/readersreact/la-ol-le-heat-island-los-angeles-20170215-story.html
0cd51d6a-cc13-451b-828e-1a0d3e143114.html,http://www.latimes.com/opinion/endorsements/la-ed-bray-ali-endorsement-20170206-story.html
c4056caa-796f-4061-af60-96a5965417d0.html,http://www.latimes.com/opinion/editorials/la-ed-lausd-graduation-rates-credit-recovery-20170131-story.html
5e64c5e7-79a6-405f-af2e-09f4c9e40b9e.html,http://www.latimes.com/opinion/editorials/la-ed-gop-retirement-savings-attack-20170210-story.html
f4254dfe-1486-426f-bbf3-3d57e6d5c694.html,http://www.latimes.com/opinion/editorials/la-ed-trump-flynn-iran-20170201-story.html
171ff7c9-14b9-4efc-ab64-3e2257eb85d2.html,http://www.latimes.com/opinion/endorsements/la-ed-galperin-endorsement-20170203-story.html
63294446-64f7-47c3-a59f-b2b0cab2eb66.html,http://www.latimes.com/health/la-he-midnight-snacking-20160704-snap-story.html
98e6dd49-032a-43de-a53c-615e39a2cf16.html,http://www.latimes.com/health/la-he-health-roundup-20170208-story,amp.html
49641f85-c617-4135-b12f-067121660ec0.html,http://www.latimes.com/home/la-hm-erskine-column-20170211-story.html
16ed424a-0e44-466a-900d-3ca97b7e46c6.html,http://www.latimes.com/health/la-he-sofia-vergara-20160707-snap-story.html
fc78b488-0b29-4f3c-81bf-4cd94876fd95.html,http://www.latimes.com/health/la-he-why-you-cant-lose-weight-20160624-snap-htmlstory.html
74be0e75-b396-47f8-bd8c-5a2799a9025c.html,http://www.latimes.com/travel/la-tr-airfare-box-20170212-story.html
6b4c9092-9911-41de-a4be-51a6c4be8de9.html,http://www.latimes.com/travel/deals/la-tr-hollywood-burbank-airport-name-change-20170210-story.html
7f7ac550-9f09-4816-869d-b4212de76730.html,http://www.latimes.com/topic/international/europe-PLGEOREG0000014-topic.html
4fa4e398-fd66-4ca7-882c-eee8b4d4496b.html,http://www.latimes.com/topic/international/russia-PLGEO00000025-topic.html
999f1560-75ff-4962-b7d2-ea70cd384664.html,http://www.latimes.com/topic/politics-government/government/presidents-of-the-united-states/george-w.-bush-PEPLT000857-topic.html
e97bea79-3bf4-4253-856a-b73e08d09085.html,http://www.latimes.com/topic/politics-government/government/barack-obama-PEPLT007408-topic.html
118ab02d-9580-4775-8411-96edffecded4.html,http://www.latimes.com/topic/unrest-conflicts-war/defense/michael-flynn-PEGPF00206-topic.html
f5f6f1f9-82fd-4789-b05f-d2bd8d9e61dd.html,http://www.latimes.com/topic/politics-government/stephen-miller-PEGPF00219-topic.html
a1dcb3e1-e590-4c81-8f22-d8ae7f4319ea.html,http://www.latimes.com/opinion/topoftheticket/la-na-tt-trump-wounds-20170214-story,amp.html
1c5e0f5b-1b1e-439d-8fd9-36815bb535c3.html,http://www.latimes.com/topic/politics-government/sean-spicer-PEGPF00220-topic.html
49ee83cb-6492-4cb0-a4a3-e7fa154b70f5.html,http://www.latimes.com/opinion/topoftheticket/la-na-tt-west-coast-wall-20170208-story.html
c5005f3c-7b07-42dd-99b5-f40a84ef7dba.html,http://www.latimes.com/entertainment/envelope/la-en-mn-0214-red-carpet-ruth-20170214-htmlstory.html
cc458dd9-9164-4123-86f4-4675505b06ea.html,http://www.latimes.com/entertainment/la-et-naacp-image-awards-2017-pictures-photogallery.html
e9a8a354-d1ec-4972-88f9-37e102a0fea6.html,http://www.latimes.com/entertainment/envelope/la-en-mn-grand-moff-tarkin-rogue-one-20170214-story.html
33cbd8ab-edb7-4033-b54f-3d9203a422b1.html,http://www.latimes.com/entertainment/la-et-sag-awards-2017-backstage-moments-exclusive-pictures-photogallery.html
2e71fbfe-e73b-4b88-8af5-f65c27254a79.html,http://www.latimes.com/projects/la-et-oscar-nominee-360-2017/
7f6b1ac9-bbc2-4359-b5f5-f212631a36d4.html,http://www.latimes.com/entertainment/la-et-inaugural-ball-performers-20170120-photogallery.html
89bd7a71-0349-4181-bc18-aaef49142b3b.html,http://www.latimes.com/entertainment/envelope/oscars/
254c76ff-8207-4af4-bb02-4d6ba2a429c1.html,http://www.latimes.com/entertainment/envelope/oscars/la-oscar-luncheon-2017-20170206-photogallery.html
b8d611dc-1930-4e9b-8a64-98be3b51618d.html,http://www.latimes.com/entertainment/envelope/la-en-mn-movie-opening-scenes-20170214-story.html
f7fba73a-c339-4b4e-92d5-fe7f3d747cd5.html,http://www.latimes.com/entertainment/envelope/la-en-mn-0214-best-picture-comparisons-20170214-story.html
